App,Tracker,Count,Women APK
Banfield,trackers,1,No
LazyFit,detected_trackers,1,No
LazyFit,total_trackers,1,No
LazyFit,trackers,1,No
Benefits Pro,detected_trackers,1,No
Benefits Pro,total_trackers,1,No
Benefits Pro,trackers,1,No
Soluna,detected_trackers,1,No
Soluna,total_trackers,1,No
Soluna,trackers,1,No
Outcomes4Me,detected_trackers,1,No
Outcomes4Me,total_trackers,1,No
Outcomes4Me,trackers,1,No
Summit + CityMD,detected_trackers,1,No
Summit + CityMD,total_trackers,1,No
Summit + CityMD,trackers,1,No
Horizon Blue,detected_trackers,1,No
Horizon Blue,total_trackers,1,No
Horizon Blue,trackers,1,No
MyMercy,detected_trackers,1,No
MyMercy,total_trackers,1,No
MyMercy,trackers,1,No
Benefits,detected_trackers,1,No
Benefits,total_trackers,1,No
Benefits,trackers,1,No
Brightside,detected_trackers,1,No
Brightside,total_trackers,1,No
Brightside,trackers,1,No
Ambetter,detected_trackers,1,No
Ambetter,total_trackers,1,No
Ambetter,trackers,1,No
ASPIRE Rewards,detected_trackers,1,No
ASPIRE Rewards,total_trackers,1,No
ASPIRE Rewards,trackers,1,No
Avibra,detected_trackers,1,No
Avibra,total_trackers,1,No
Avibra,trackers,1,No
ACCESS HRA,detected_trackers,1,No
ACCESS HRA,total_trackers,1,No
ACCESS HRA,trackers,1,No
WeCare,detected_trackers,1,No
WeCare,total_trackers,1,No
WeCare,trackers,1,No
Strong Vibes,detected_trackers,1,No
Strong Vibes,total_trackers,1,No
Strong Vibes,trackers,1,No
Calm,detected_trackers,1,No
Calm,total_trackers,1,No
Calm,trackers,1,No
ERG 2024,detected_trackers,1,No
ERG 2024,total_trackers,1,No
ERG 2024,trackers,1,No
FollowMyHealth,detected_trackers,1,No
FollowMyHealth,total_trackers,1,No
FollowMyHealth,trackers,1,No
BodBot,detected_trackers,1,No
BodBot,total_trackers,1,No
BodBot,trackers,1,No
Fitbit,detected_trackers,1,No
Fitbit,total_trackers,1,No
Fitbit,trackers,1,No
Heartwell,detected_trackers,1,No
Heartwell,total_trackers,1,No
Heartwell,trackers,1,No
HIIT Workout For Men Lite,detected_trackers,1,No
HIIT Workout For Men Lite,total_trackers,1,No
HIIT Workout For Men Lite,trackers,1,No
mySugr,detected_trackers,1,No
mySugr,total_trackers,1,No
mySugr,trackers,1,No
Life Fitness,detected_trackers,1,No
Life Fitness,total_trackers,1,No
Life Fitness,trackers,1,No
DocMorris,detected_trackers,1,No
DocMorris,total_trackers,1,No
DocMorris,trackers,1,No
Pedometer,detected_trackers,1,No
Pedometer,total_trackers,1,No
Pedometer,trackers,1,No
LibreLinkUp,detected_trackers,1,No
LibreLinkUp,total_trackers,1,No
LibreLinkUp,trackers,1,No
Impulse,detected_trackers,1,No
Impulse,total_trackers,1,No
Impulse,trackers,1,No
Marathon Health,detected_trackers,1,No
Marathon Health,total_trackers,1,No
Marathon Health,trackers,1,No
AF App,detected_trackers,1,No
AF App,total_trackers,1,No
AF App,trackers,1,No
VeryFit,detected_trackers,1,No
VeryFit,total_trackers,1,No
VeryFit,trackers,1,No
CSL Plasma,detected_trackers,1,No
CSL Plasma,total_trackers,1,No
CSL Plasma,trackers,1,No
MyNetDiary,detected_trackers,1,No
MyNetDiary,total_trackers,1,No
MyNetDiary,trackers,1,No
Ovia,detected_trackers,1,Yes
Ovia,total_trackers,1,Yes
Ovia,trackers,1,Yes
MyHealthONE,detected_trackers,1,No
MyHealthONE,total_trackers,1,No
MyHealthONE,trackers,1,No
H Band,detected_trackers,1,No
H Band,total_trackers,1,No
H Band,trackers,1,No
MapMyWalk,detected_trackers,1,No
MapMyWalk,total_trackers,1,No
MapMyWalk,trackers,1,No
Oscar,detected_trackers,1,No
Oscar,total_trackers,1,No
Oscar,trackers,1,No
Dribbleup,detected_trackers,1,No
Dribbleup,total_trackers,1,No
Dribbleup,trackers,1,No
Oura,detected_trackers,1,No
Oura,total_trackers,1,No
Oura,trackers,1,No
Rexton App,detected_trackers,1,No
Rexton App,total_trackers,1,No
Rexton App,trackers,1,No
ShiftKey,detected_trackers,1,No
ShiftKey,total_trackers,1,No
ShiftKey,trackers,1,No
Froedtert&MCW,detected_trackers,1,No
Froedtert&MCW,total_trackers,1,No
Froedtert&MCW,trackers,1,No
LiveHealth,detected_trackers,1,No
LiveHealth,total_trackers,1,No
LiveHealth,trackers,1,No
Amwell,detected_trackers,1,No
Amwell,total_trackers,1,No
Amwell,trackers,1,No
Nursa,detected_trackers,1,No
Nursa,total_trackers,1,No
Nursa,trackers,1,No
MyHealth,detected_trackers,1,No
MyHealth,total_trackers,1,No
MyHealth,trackers,1,No
Clarify ADHD,detected_trackers,1,No
Clarify ADHD,total_trackers,1,No
Clarify ADHD,trackers,1,No
Me+,detected_trackers,1,No
Me+,total_trackers,1,No
Me+,trackers,1,No
Noom,detected_trackers,1,No
Noom,total_trackers,1,No
Noom,trackers,1,No
Shmoody,detected_trackers,1,No
Shmoody,total_trackers,1,No
Shmoody,trackers,1,No
WebMD,detected_trackers,1,No
WebMD,total_trackers,1,No
WebMD,trackers,1,No
Intermountain Health,detected_trackers,1,No
Intermountain Health,total_trackers,1,No
Intermountain Health,trackers,1,No
Fere fit,detected_trackers,1,No
Fere fit,total_trackers,1,No
Fere fit,trackers,1,No
Pilates Workout at Home,detected_trackers,1,No
Pilates Workout at Home,total_trackers,1,No
Pilates Workout at Home,trackers,1,No
She Fitness,detected_trackers,1,Yes
She Fitness,total_trackers,1,Yes
She Fitness,trackers,1,Yes
Pilates Workout - Wall Pilates,detected_trackers,1,No
Pilates Workout - Wall Pilates,total_trackers,1,No
Pilates Workout - Wall Pilates,trackers,1,No
VSee Clinic,detected_trackers,1,No
VSee Clinic,total_trackers,1,No
VSee Clinic,trackers,1,No
MyMethodist,detected_trackers,1,No
MyMethodist,total_trackers,1,No
MyMethodist,trackers,1,No
Wellframe,detected_trackers,1,No
Wellframe,total_trackers,1,No
Wellframe,trackers,1,No
winwalk,detected_trackers,1,No
winwalk,total_trackers,1,No
winwalk,trackers,1,No
Drink Water Reminder,detected_trackers,1,No
Drink Water Reminder,total_trackers,1,No
Drink Water Reminder,trackers,1,No
Stress Relief: Anxiety Relief,detected_trackers,1,No
Stress Relief: Anxiety Relief,total_trackers,1,No
Stress Relief: Anxiety Relief,trackers,1,No
Galileo Health,detected_trackers,1,No
Galileo Health,total_trackers,1,No
Galileo Health,trackers,1,No
MadMuscles,detected_trackers,1,No
MadMuscles,total_trackers,1,No
MadMuscles,trackers,1,No
Vision Engage,detected_trackers,1,No
Vision Engage,total_trackers,1,No
Vision Engage,trackers,1,No
Vibrator Strong,detected_trackers,1,No
Vibrator Strong,total_trackers,1,No
Vibrator Strong,trackers,1,No
NYU Langone Health,detected_trackers,1,No
NYU Langone Health,total_trackers,1,No
NYU Langone Health,trackers,1,No
Nursegrid,detected_trackers,1,No
Nursegrid,total_trackers,1,No
Nursegrid,trackers,1,No
My Water Reminder & Alarm,detected_trackers,1,No
My Water Reminder & Alarm,total_trackers,1,No
My Water Reminder & Alarm,trackers,1,No
PPDirect,detected_trackers,1,No
PPDirect,total_trackers,1,No
PPDirect,trackers,1,No
Heart Rate,detected_trackers,1,No
Heart Rate,total_trackers,1,No
Heart Rate,trackers,1,No
Fastic,detected_trackers,1,No
Fastic,total_trackers,1,No
Fastic,trackers,1,No
Vitalant,detected_trackers,1,No
Vitalant,total_trackers,1,No
Vitalant,trackers,1,No
Leafly,detected_trackers,1,No
Leafly,total_trackers,1,No
Leafly,trackers,1,No
BodyFast,detected_trackers,1,No
BodyFast,total_trackers,1,No
BodyFast,trackers,1,No
Vivian,detected_trackers,1,No
Vivian,total_trackers,1,No
Vivian,trackers,1,No
Blood Sugar,detected_trackers,1,No
Blood Sugar,total_trackers,1,No
Blood Sugar,trackers,1,No
First Stop Health,detected_trackers,1,No
First Stop Health,total_trackers,1,No
First Stop Health,trackers,1,No
Intermittent Fasting,detected_trackers,1,No
Intermittent Fasting,total_trackers,1,No
Intermittent Fasting,trackers,1,No
Shotsy,detected_trackers,1,No
Shotsy,total_trackers,1,No
Shotsy,trackers,1,No
SheFit,detected_trackers,1,No
SheFit,total_trackers,1,No
SheFit,trackers,1,No
VA Video Connect,detected_trackers,1,No
VA Video Connect,total_trackers,1,No
VA Video Connect,trackers,1,No
MyNM,detected_trackers,1,No
MyNM,total_trackers,1,No
MyNM,trackers,1,No
Blood Donor,detected_trackers,1,No
Blood Donor,total_trackers,1,No
Blood Donor,trackers,1,No
Affect,detected_trackers,1,No
Affect,total_trackers,1,No
Affect,trackers,1,No
Blood Sugar,detected_trackers,1,No
Blood Sugar,total_trackers,1,No
Blood Sugar,trackers,1,No
Dexcom G6,detected_trackers,1,No
Dexcom G6,total_trackers,1,No
Dexcom G6,trackers,1,No
Workit,detected_trackers,1,No
Workit,total_trackers,1,No
Workit,trackers,1,No
VShred,detected_trackers,1,No
VShred,total_trackers,1,No
VShred,trackers,1,No
healow,detected_trackers,1,No
healow,total_trackers,1,No
healow,trackers,1,No
Life Time,detected_trackers,1,No
Life Time,total_trackers,1,No
Life Time,trackers,1,No
Aetna Better Health - Medicaid,detected_trackers,1,No
Aetna Better Health - Medicaid,total_trackers,1,No
Aetna Better Health - Medicaid,trackers,1,No
Macadam,detected_trackers,1,No
Macadam,total_trackers,1,No
Macadam,trackers,1,No
Castlight,detected_trackers,1,No
Castlight,total_trackers,1,No
Castlight,trackers,1,No
Step Counter - Pedometer,detected_trackers,1,No
Step Counter - Pedometer,total_trackers,1,No
Step Counter - Pedometer,trackers,1,No
Migraine Buddy,detected_trackers,1,No
Migraine Buddy,total_trackers,1,No
Migraine Buddy,trackers,1,No
